Generation,Number,Name,Red,Green,Blue,Yellow,Gold,Silver,Crystal,Ruby,Sapphire,Fire Red,Leaf Green,Emerald,Colosseum,Gale Of Darkness,Diamond,Pearl,Platinum,Heart Gold,Soul Silver,Black,White,Black 2,White 2,X,Y,Omega Ruby,Alpha Sapphire,Sun,Moon,Ultra Sun,Ultra Moon,Let's Go Pikachu,Let's Go Eevee,Sword,Shield,Brilliant Diamond,Shining Pearl,Legends Arceus,Scarlet,Violet
III,374,Beldum,—,—,—,—,—,—,—,R,R,EvB,EvB,R,T,T,S,S,S,C,C,B,B,B,B,FSB,FSB,R,R,C,C,C,C,—,—,CD,CD,C,C,—,—,—
III,375,Metang,—,—,—,—,—,—,—,E,E,Ev,Ev,E,T,T,E,E,E,C,C,C,C,C,C,FS,FS,E,E,C,C,E,E,—,—,CD,CD,E,E,—,—,—
III,376,Metagross,—,—,—,—,—,—,—,E,E,EvE,EvE,E,S,T,E,E,E,E,E,C,C,C,C,FSE,FSE,E,E,E,E,E,E,—,—,CD,CD,E,E,—,—,—
III,377,Regirock,—,—,—,—,—,—,—,C,C,Ev,Ev,C,T,T,T,T,EV,T,T,T,T,C,C,Ev,Ev,C,C,T,T,C,C,—,—,CD,CD,C,C,—,—,—
III,378,Regice,—,—,—,—,—,—,—,C,C,Ev,Ev,C,T,T,T,T,EV,T,T,T,T,CC,C,Ev,Ev,C,C,T,T,C,C,—,—,CD,CD,C,C,—,—,—
III,379,Registeel,—,—,—,—,—,—,—,C,C,Ev,Ev,C,T,T,T,T,EV,T,T,T,T,C,CC,Ev,Ev,C,C,T,T,C,C,—,—,CD,CD,C,C,—,—,—
III,380,Latias,—,—,—,—,—,—,—,EV,C,Ev,Ev,C,T,T,T,T,T,C,EV,T,T,T,C,T,T,EV,R,Ev,T,Ev,C,—,—,CCDA,DA,C,C,—,—,—
III,381,Latios,—,—,—,—,—,—,—,C,EV,Ev,Ev,C,T,T,T,T,T,EV,C,T,T,C,T,Ev,Ev,R,EV,T,Ev,C,Ev,—,—,DA,CCDA,C,C,—,—,—
III,382,Kyogre,—,—,—,—,—,—,—,T,C,T,T,C,T,T,T,T,T,C,T,Ev,Ev,T,Ev,Ev,Ev,Ev,C,Ev,T,Ev,C,—,—,CCDA,DA,C,C,—,T,T
III,383,Groudon,—,—,—,—,—,—,—,C,T,T,T,C,T,T,T,T,T,T,C,Ev,Ev,Ev,T,Ev,Ev,C,Ev,T,Ev,C,Ev,—,—,DA,CCDA,C,C,—,T,T
III,384,Rayquaza,—,—,—,—,—,—,—,C,C,T,T,C,T,T,Ev,Ev,T,CC,CC,Ev,Ev,T,T,Ev,Ev,C,C,T,T,CC,CC,—,—,DA,DA,C,C,—,T,T
III,385,Jirachi,—,—,—,—,—,—,—,Ev,Ev,Ev,Ev,Ev,T,T,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,—,—,T,T,CCR,CCR,—,T,T
III,386,Deoxys,—,—,—,—,—,—,—,Ev,Ev,EV,EV,EV,T,T,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,T,T,C,C,T,T,T,T,—,—,—,—,T,T,—,—,—
IV,387,Turtwig,—,—,—,—,—,—,—,—,—,—,—,—,—,—,R,R,R,T,T,Ev,Ev,EvB,EvB,T,T,R,R,T,T,B,B,—,—,—,—,C,C,C,RD,RD
IV,388,Grotle,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,T,T,EvE,EvE,EvB,EvB,T,T,E,E,T,T,S,S,—,—,—,—,E,E,C,ED,ED
IV,389,Torterra,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,T,T,EvE,EvE,Ev,Ev,T,T,E,E,T,T,E,E,—,—,—,—,E,E,C,ED,ED
IV,390,Chimchar,—,—,—,—,—,—,—,—,—,—,—,—,—,—,R,R,R,Ev,Ev,Ev,Ev,EvB,EvB,EvB,EvB,R,R,T,T,B,B,—,—,—,—,C,C,C,RD,RD
IV,391,Monferno,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,EvE,EvE,EvE,EvE,EvB,EvB,EvB,EvB,E,E,T,T,S,S,—,—,—,—,E,E,C,ED,ED
IV,392,Infernape,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,EvE,EvE,EvE,EvE,Ev,Ev,Ev,Ev,E,E,T,T,E,E,—,—,—,—,E,E,C,ED,ED
IV,393,Piplup,—,—,—,—,—,—,—,—,—,—,—,—,—,—,R,R,R,T,T,Ev,Ev,Ev,Ev,Ev,Ev,R,R,Ev,Ev,B,B,—,—,—,—,C,C,C,RD,RD
IV,394,Prinplup,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,T,T,EvE,EvE,EvE,EvE,EvE,EvE,E,E,EvE,EvE,S,S,—,—,—,—,E,E,C,ED,ED
IV,395,Empoleon,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,T,T,EvE,EvE,Ev,Ev,EvE,EvE,E,E,EvE,EvE,E,E,—,—,—,—,E,E,C,ED,ED
IV,396,Starly,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,DWB,C,DWB,DWB,C,C,T,T,B,B,T,T,—,—,—,—,C,C,C,C,C
IV,397,Staravia,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,E,E,DW,E,DW,DW,C,C,T,T,S,S,T,T,—,—,—,—,C,C,C,C,C
IV,398,Staraptor,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,E,DWE,E,DWE,DWE,E,E,T,T,E,E,T,T,—,—,—,—,E,E,C,C,C
IV,399,Bidoof,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,B,B,B,B,C,C,T,T,T,T,T,T,—,—,—,—,C,C,C,—,—
IV,400,Bibarel,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,E,E,C,C,C,C,C,C,T,T,T,T,T,T,—,—,—,—,C,C,C,—,—
IV,401,Kricketot,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,B,B,DW,DW,T,T,B,B,T,T,T,T,—,—,—,—,C,C,C,C,C
IV,402,Kricketune,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,C,C,DWE,DWE,T,T,C,C,T,T,T,T,—,—,—,—,C,C,C,C,C
IV,403,Shinx,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,DW,C,DW,DW,FSB,FSB,B,B,B,B,T,T,—,—,CD,CD,C,C,C,C,C
IV,404,Luxio,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,DWE,E,DWE,DWE,FS,FS,C,C,S,S,T,T,—,—,CD,CD,C,C,C,C,C
IV,405,Luxray,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,E,DWE,E,DWE,DWE,FSE,FSE,E,E,E,E,T,T,—,—,CD,CD,E,E,C,C,C
IV,406,Budew,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,DWB,C,B,B,C,C,B,B,B,B,T,T,—,—,C,C,C,C,C,—,—
IV,407,Roserade,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,E,DWE,E,C,C,E,E,E,E,E,E,T,T,—,—,C,C,E,E,C,—,—
IV,408,Cranidos,—,—,—,—,—,—,—,—,—,—,—,—,—,—,R,T,R,T,T,R,R,R,R,R,R,T,R,R,T,R,R,—,—,—,—,R,T,C,—,—
IV,409,Rampardos,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,T,E,T,T,E,E,E,E,E,E,T,E,E,T,E,E,—,—,—,—,E,T,C,—,—
IV,410,Shieldon,—,—,—,—,—,—,—,—,—,—,—,—,—,—,T,R,R,T,T,R,R,R,R,R,R,R,T,T,R,R,R,—,—,—,—,T,R,C,—,—
IV,411,Bastiodon,—,—,—,—,—,—,—,—,—,—,—,—,—,—,T,E,E,T,T,E,E,E,E,E,E,E,T,T,E,E,E,—,—,—,—,T,E,C,—,—
IV,412,Burmy,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,DW,DW,DW,DW,C,C,T,T,T,T,T,T,—,—,—,—,C,C,C,—,—
IV,413,Wormadam,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,E,DWE,DWE,DWE,DWE,E,E,T,T,T,T,T,T,—,—,—,—,E,E,C,—,—
IV,414,Mothim,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,E,DWE,DWE,DWE,DWE,E,E,T,T,T,T,T,T,—,—,—,—,E,E,C,—,—
IV,415,Combee,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,C,C,C,C,C,C,T,T,T,T,T,T,—,—,C,C,C,C,C,C,C
IV,416,Vespiquen,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,E,C,C,C,C,E,E,T,T,T,T,T,T,—,—,C,C,E,E,C,C,C
IV,417,Pachirisu,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,DW,DW,C,C,C,C,Ev,Ev,T,T,T,T,—,—,—,—,C,C,C,C,C
IV,418,Buizel,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,C,C,C,C,B,B,T,T,T,T,B,B,—,—,—,—,C,C,C,C,C
IV,419,Floatzel,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,C,C,C,C,C,C,T,T,T,T,C,C,—,—,—,—,C,C,C,C,C
IV,420,Cherubi,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,B,B,DW,DW,T,T,B,B,T,T,T,T,—,—,C,C,C,C,C,—,—
IV,421,Cherrim,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,E,C,C,DWE,DWE,T,T,C,C,T,T,T,T,—,—,D,D,E,E,C,—,—
IV,422,Shellos,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,PW,PW,DW,DW,R,R,FSB,FSB,C,T,T,T,R,R,—,—,T,T,C,C,C,C,C
IV,422,Shellos,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,T,T,DW,DW,R,R,T,T,T,C,B,B,B,B,—,—,C,C,C,C,C,C,C
IV,423,Gastrodon,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,PWE,PWE,DWE,DWE,E,E,FS,FS,E,T,T,T,E,E,—,—,T,T,C,C,C,C,C
IV,423,Gastrodon,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,T,T,DWE,DWE,E,E,T,T,T,E,C,C,C,C,—,—,C,C,C,C,C,C,C
IV,424,Ambipom,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,E,DWE,DWE,R,R,FSE,FSE,E,E,T,T,C,C,—,—,—,—,E,E,C,CCD,CD
IV,425,Drifloon,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,T,T,B,B,C,C,C,C,C,C,C,C,C,C,—,—,C,C,C,C,C,C,CC
IV,426,Drifblim,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,T,T,C,C,C,C,E,E,E,E,C,C,E,E,—,—,C,C,E,E,C,C,CC
IV,427,Buneary,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,S,S,DW,DW,C,DW,T,T,C,C,T,T,C,C,—,—,CD,CD,C,C,C,—,—
IV,428,Lopunny,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,E,DWE,DWE,C,DWE,T,T,E,E,T,T,C,C,—,—,CD,CD,E,E,C,—,—
IV,429,Mismagius,—,—,—,—,—,—,—,—,—,—,—,—,—,—,T,E,T,E,E,DWE,C,DWE,DWE,T,T,E,E,C,C,E,E,—,—,—,—,T,E,C,CC,C
IV,430,Honchkrow,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,T,T,E,E,C,DWE,E,E,E,E,E,E,E,E,C,C,—,—,—,—,E,T,C,C,C
IV,431,Glameow,—,—,—,—,—,—,—,—,—,—,—,—,—,—,T,C,T,T,T,DW,DW,CCEv,Ev,T,T,C,C,T,T,T,T,—,—,—,—,T,C,C,—,—
IV,432,Purugly,—,—,—,—,—,—,—,—,—,—,—,—,—,—,T,C,T,T,T,DWE,DWE,CCEvE,EvE,T,T,C,C,T,T,T,T,—,—,—,—,T,C,C,—,—
IV,433,Chingling,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,B,B,DWB,DWB,C,C,B,B,T,T,T,T,—,—,—,—,C,C,C,CD,CD
IV,434,Stunky,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,T,T,T,T,DW,DW,Ev,CCEv,C,C,T,T,T,T,T,T,—,—,C,C,C,T,C,C,CC
IV,435,Skuntank,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,T,T,T,T,DWE,DWE,EvE,CCEvE,E,E,T,T,T,T,T,T,—,—,C,C,C,T,C,C,CC
IV,436,Bronzor,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,B,B,C,C,FSB,FSB,C,C,T,T,T,T,—,—,C,C,C,C,C,C,C
IV,437,Bronzong,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,C,C,C,C,FS,FS,E,E,T,T,T,T,—,—,C,C,C,C,C,C,C
IV,438,Bonsly,—,—,—,—,—,—,—,—,—,—,—,—,—,—,S,C,S,B,B,DWB,DWB,B,DWB,B,B,T,T,C,C,C,C,—,—,C,C,S,C,C,C,C
IV,439,Mime Jr.,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,S,S,B,B,DWB,DWB,DWB,B,C,C,T,T,T,T,C,C,—,—,C,C,C,S,C,—,—
IV,440,Happiny,—,—,—,—,—,—,—,—,—,—,—,—,—,—,S,S,S,B,B,DWB,C,R,R,FSB,FSB,C,C,C,C,C,C,—,—,CD,CD,S,S,C,C,C
IV,441,Chatot,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,DW,DW,C,C,C,C,C,C,T,T,T,T,—,—,—,—,C,C,C,—,—
IV,442,Spiritomb,—,—,—,—,—,—,—,—,—,—,—,—,—,—,CC,CC,CC,PW,PW,DW,DW,R,R,FS,FS,C,C,T,T,T,T,—,—,CCD,CCD,C,C,C,C,C
IV,443,Gible,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,DW,DW,R,DW,C,C,C,C,B,B,B,B,—,—,T,CD,C,C,C,C,C
IV,444,Gabite,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,C,E,E,DWE,DWE,E,DWE,E,E,E,E,C,C,C,C,—,—,T,DD,C,C,C,C,C
IV,445,Garchomp,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,E,DWE,DWE,E,DWE,E,E,E,E,E,E,E,E,—,—,T,CD,E,E,C,C,C
IV,446,Munchlax,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,B,B,R,R,B,B,B,B,T,T,C,C,C,C,—,—,C,C,C,C,C,CD,CD
IV,447,Riolu,—,—,—,—,—,—,—,—,—,—,—,—,—,—,R,R,R,C,C,C,C,C,C,C,C,T,T,C,C,C,C,—,—,C,C,R,R,C,C,C
IV,448,Lucario,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,E,E,E,E,E,R,R,Ev,Ev,C,C,C,C,—,—,C,C,E,E,C,C,C
IV,449,Hippopotas,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,S,S,B,B,C,C,T,T,T,T,B,B,—,—,C,C,C,C,C,C,C
IV,450,Hippowdon,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,E,E,E,E,S,S,E,E,T,T,T,T,C,C,—,—,C,C,C,C,C,C,C
IV,451,Skorupi,—,—,—,—,—,—,—,—,—,—,—,—,—,—,S,S,S,C,C,DW,DW,C,C,C,C,C,C,T,T,B,B,—,—,C,C,C,C,C,—,—
IV,452,Drapion,—,—,—,—,—,—,—,—,—,—,—,—,—,—,S,S,S,E,E,DWE,DWE,E,E,C,C,E,E,T,T,C,C,—,—,C,C,S,S,C,—,—
IV,453,Croagunk,—,—,—,—,—,—,—,—,—,—,—,—,—,—,S,S,C,C,C,S,S,C,C,C,C,T,T,T,T,T,T,—,—,T,C,C,C,C,C,C
IV,454,Toxicroak,—,—,—,—,—,—,—,—,—,—,—,—,—,—,S,S,S,E,E,E,E,C,C,E,E,T,T,T,T,T,T,—,—,T,C,S,S,C,C,C
IV,455,Carnivine,—,—,—,—,—,—,—,—,—,—,—,—,—,—,S,S,S,C,C,DW,DW,C,C,C,C,T,T,T,T,T,T,—,—,—,—,S,S,C,—,—
IV,456,Finneon,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,PW,PW,C,C,C,C,T,T,C,C,C,C,C,C,—,—,—,—,C,C,C,C,C
IV,457,Lumineon,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,PWE,PWE,C,C,C,C,T,T,E,E,C,C,C,C,—,—,—,—,C,C,C,C,C
IV,458,Mantyke,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,B,T,C,C,C,C,C,C,C,C,T,T,C,C,—,—,C,C,C,C,C,—,—
IV,459,Snover,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,PW,PW,DW,DW,DW,DW,C,C,T,T,T,T,B,B,—,—,C,C,C,C,C,C,C
IV,460,Abomasnow,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,PWE,PWE,DWE,DWE,DWE,DWE,C,C,T,T,T,T,C,C,—,—,C,C,C,C,C,C,C
IV,461,Weavile,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,E,E,E,E,E,E,E,T,T,E,E,E,E,—,—,C,C,E,E,C,C,C
IV,462,Magnezone,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,T,T,DWE,E,C,C,E,E,E,E,E,E,E,E,—,—,CD,CD,E,E,C,C,C
IV,463,Lickilicky,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,E,E,E,C,C,E,E,T,T,T,T,E,E,—,—,CD,CD,E,E,C,—,—
IV,464,Rhyperior,—,—,—,—,—,—,—,—,—,—,—,—,—,—,ET,ET,ET,ET,ET,DWET,ET,ET,ET,ET,ET,ET,ET,ET,ET,ET,ET,—,—,D,D,ET,ET,C,—,—
IV,465,Tangrowth,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Ev,Ev,E,E,E,C,C,C,C,FSE,FSE,E,E,T,T,T,T,—,—,CD,CD,C,C,C,—,—
IV,466,Electivire,—,—,—,—,—,—,—,—,—,—,—,—,—,—,DET,DET,ET,ET,ET,DWET,ET,DWET,ET,FSET,FSET,ET,ET,ET,ET,ET,ET,—,—,CD,CD,ET,T,C,—,—
IV,467,Magmortar,—,—,—,—,—,—,—,—,—,—,—,—,—,—,DET,DET,ET,ET,ET,DWET,ET,ET,DWET,FSET,FSET,ET,ET,ET,ET,ET,ET,—,—,CD,CD,T,ET,C,—,—
IV,468,Togekiss,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,E,DWE,E,E,E,FSE,FSE,E,E,S,S,T,T,—,—,C,C,E,E,C,—,—
IV,469,Yanmega,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,E,E,E,C,C,E,E,T,T,T,T,C,C,—,—,—,—,E,E,C,CD,CD
IV,470,Leafeon,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,T,T,DWE,DWE,E,E,E,E,E,E,E,E,E,E,—,—,C,C,E,E,C,C,C
IV,471,Glaceon,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,T,T,DWE,DWE,E,E,E,E,E,E,E,E,E,E,—,—,C,C,E,E,C,C,C
IV,472,Gliscor,—,—,—,—,—,—,—,—,—,—,—,—,—,—,DE,DE,E,E,T,C,C,C,C,E,E,T,T,T,T,T,T,—,—,—,—,E,T,C,CD,CCD
IV,473,Mamoswine,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,E,C,C,C,C,E,E,T,T,E,E,E,E,—,—,D,D,E,E,C,CD,CD
IV,474,Porygon-Z,—,—,—,—,—,—,—,—,—,—,—,—,—,—,ET,ET,ET,ET,ET,EvE,ET,DRET,DRET,T,T,ET,ET,ET,ET,ET,ET,—,—,EDT,EDT,ET,ET,C,—,—
IV,475,Gallade,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,E,DWE,E,E,E,E,E,E,E,T,T,E,E,—,—,C,C,E,E,C,C,C
IV,476,Probopass,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,T,T,DWE,DWE,E,E,E,E,E,E,E,E,E,E,—,—,—,—,E,E,C,CD,CD
IV,477,Dusknoir,—,—,—,—,—,—,—,—,—,—,—,—,—,—,ET,ET,ET,ET,ET,DWET,DWET,DWET,DWET,FSET,FSET,ET,ET,T,T,T,T,—,—,C,C,ET,ET,C,CD,CD
IV,478,Froslass,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,PWE,PWE,DWE,DWE,DWE,DWE,FSE,FSE,E,E,E,E,E,E,—,—,D,D,E,E,C,C,C
IV,479,Rotom,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,T,T,R,R,R,R,C,C,T,T,T,T,S,S,—,—,C,C,C,C,C,C,C
IV,480,Uxie,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,T,T,T,T,C,C,T,T,C,C,T,T,C,C,—,—,DA,DA,C,C,C,T,T
IV,481,Mesprit,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,T,T,T,T,C,C,T,T,C,C,T,T,C,C,—,—,DA,DA,C,C,C,T,T
IV,482,Azelf,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,T,T,T,T,C,C,T,T,C,C,T,T,C,C,—,—,DA,DA,C,C,C,T,T
IV,483,Dialga,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,T,C,EV,EV,Ev,Ev,DR,DR,Ev,Ev,Ev,C,T,Ev,C,Ev,—,—,DA,CCDA,C,T,C,T,T
IV,484,Palkia,—,—,—,—,—,—,—,—,—,—,—,—,—,—,T,C,C,EV,EV,Ev,Ev,DR,DR,Ev,Ev,C,Ev,Ev,T,Ev,C,—,—,CCDA,DA,T,C,C,T,T
IV,485,Heatran,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,Ev,Ev,T,T,C,C,T,T,C,C,T,Ev,C,Ev,—,—,DA,DA,C,C,C,T,T
IV,486,Regigigas,—,—,—,—,—,—,—,—,—,—,—,—,—,—,CC,CC,CC,T,T,T,T,CC,CC,T,T,C,C,Ev,T,Ev,C,—,—,CCDD,CCDD,C,C,C,—,—
IV,487,Giratina,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,EV,EV,Ev,Ev,DR,DR,Ev,Ev,CC,CC,T,T,CC,CC,—,—,DA,DA,C,C,C,T,T
IV,488,Cresselia,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,T,T,Ev,Ev,C,C,T,T,C,C,T,T,C,C,—,—,DA,DA,C,C,C,T,T
IV,489,Phione,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Ev,Ev,Ev,EvB,EvB,T,T,T,T,EvB,EvB,EvB,EvB,EvB,EvB,EvB,EvB,—,—,—,—,EvB,EvB,C,T,T
IV,490,Manaphy,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Ev,Ev,Ev,Ev,Ev,T,T,T,T,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,—,—,—,—,Ev,Ev,C,T,T
IV,491,Darkrai,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Ev,Ev,EV,Ev,Ev,Ev,Ev,T,T,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,—,—,—,—,EV,EV,CC,T,T
IV,492,Shaymin,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Ev,Ev,EV,Ev,Ev,Ev,Ev,T,T,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,—,—,—,—,EV,EV,CC,T,T
IV,493,Arceus,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Ev,Ev,Ev,T,T,Ev,Ev,T,T,Ev,Ev,Ev,Ev,T,T,Ev,Ev,—,—,—,—,CC,CC,C,T,T
V,494,Victini,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,EV,EV,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,T,T,—,—,T,T,—,—,—,—,—
V,495,Snivy,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,R,R,R,R,T,T,R,R,B,B,T,T,—,—,—,—,—,—,—,—,—
V,496,Servine,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,T,T,E,E,B,B,T,T,—,—,—,—,—,—,—,—,—
V,497,Serperior,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,T,T,E,E,S,S,T,T,—,—,—,—,—,—,—,—,—
V,498,Tepig,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,R,R,R,R,T,T,R,R,B,B,T,T,—,—,—,—,—,—,—,—,—
V,499,Pignite,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,T,T,E,E,B,B,T,T,—,—,—,—,—,—,—,—,—
V,500,Emboar,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,T,T,E,E,S,S,T,T,—,—,—,—,—,—,—,—,—
V,501,Oshawott,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,R,R,R,R,T,T,R,R,B,B,T,T,—,—,—,—,—,—,C,EvB,EvB
V,502,Dewott,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,T,T,E,E,B,B,T,T,—,—,—,—,—,—,C,EvB,EvB
V,503,Samurott,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,T,T,E,E,S,S,T,T,—,—,—,—,—,—,—,Ev,Ev
V,503,Samurott (Hisuian Form),—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,T,T
V,504,Patrat,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,B,B,T,T,T,T,T,T,—,—,—,—,—,—,—,—,—
V,505,Watchog,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,C,T,T,T,T,T,T,—,—,—,—,—,—,—,—,—
V,506,Lillipup,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,FS,FS,C,C,C,C,C,C,—,—,CD,CD,—,—,—,—,—
V,507,Herdier,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,FSE,FSE,E,E,E,E,E,E,—,—,CD,CD,—,—,—,—,—
V,508,Stoutland,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,FSE,FSE,E,E,E,E,E,E,—,—,CD,CD,—,—,—,—,—
V,509,Purrloin,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,FSB,B,T,T,T,T,T,T,—,—,C,C,—,—,—,—,—
